seqnames	start	end	width	strand	gene_id	Gene
chr4	99896248	99946618	50371	-	79982	DNAJB14
chrX	85277396	85379717	102322	-	79983	POF1B
chr19	52956041	53037898	81858	-	79986	ZNF702P
chr9	110365248	110579880	214633	-	79987	SVEP1
chr7	139133744	139191986	58243	+	79989	TTC26
chr17	42667914	42676994	9081	-	79990	PLEKHH3
chr10	103877569	103918184	40616	-	79991	STN1
chr5	60751791	60844274	92484	-	79993	ELOVL7
chr2	70978380	70985499	7120	+	79998	ANKRD53
chr7	134744252	134970729	226478	+	800	CALD1
chr8	142670308	142682725	12418	+	8000	PSCA
chr18	21242242	21525417	283176	+	80000	GREB1L
chr1	232983435	233295725	312291	-	80003	PCNX2
chr16	68229033	68238102	9070	-	80004	ESRP2
chr8	25184689	25418082	233394	+	80005	DOCK5
chr5	65625004	65666233	41230	+	80006	TRAPPC13
chr10	122930901	122954311	23411	-	80007	C10orf88
chr4	38966744	39032922	66179	-	80008	TMEM156
chr4	174636920	174829247	192328	-	8001	GLRA3
chr9	83980711	84004074	23364	+	80010	RMI1
chr16	57152466	57186116	33651	-	80011	PSME3IP1
chr3	170086732	170181749	95018	-	80012	PHC3
chr10	15778170	15860507	82338	-	80013	MINDY3
chr4	183099257	183320777	221521	+	80014	WWC2
chr14	91060333	91225632	165300	+	80017	DGLUCY
chr12	112026689	112108796	82108	-	80018	NAA25
chr10	97498924	97571206	72283	+	80019	UBTD1
chr22	36487190	36507101	19912	-	80020	FOXRED2
chr15	43123279	43185144	61866	+	80021	TMEM62
chr17	75588058	75626849	38792	+	80022	MYO15B
chr20	346782	359660	12879	+	80023	NRSN2
chr12	113298759	113359493	60735	-	80024	SLC8B1
chr20	3888839	3926958	38120	+	80025	PANK2
chr7	5431335	5513809	82475	-	80028	FBXL18
chr15	47184101	47774223	590123	+	80031	SEMA6D
chr19	2867335	2883445	16111	+	80032	ZNF556
chr2	165469647	165689407	219761	+	80034	CSRNP3
chr9	70529063	71446904	917842	-	80036	TRPM3
chr17	18524566	18526846	2281	-	80039	FAM106A
chr1	9100305	9129102	28798	-	80045	GPR157
chr19	33302857	33305054	2198	+	80054	CEBPA-DT
chr2	196833004	196927796	94793	-	80055	PGAP1
chr2	76747719	77593196	845478	-	80059	LRRTM4
chr16	10326434	10483638	157205	+	80063	ATF7IP2
chr2	171434217	171485052	50836	+	80067	DCAF17
chr12	43353866	43552203	198338	-	80070	ADAMTS20
chr11	124954121	125041489	87369	+	80071	CCDC15
chr15	72376113	72378788	2676	+	80072	HEXA-AS1
chr6	79307669	79313384	5716	-	80078	LCAL1
chr2	219253243	219272197	18955	+	80086	TUBA4B
chr19	57977053	58003349	26297	-	80095	ZNF606
chr2	130181737	130190729	8993	+	80097	MZT2B
chr7	47795291	47819847	24557	+	80099	C7orf69
chr14	90396502	90408268	11767	+	801	CALM1
chr5	178895898	178933212	37315	+	80108	ZFP2
chr19	52012765	52030240	17476	-	80110	ZNF614
chr3	133928148	133929812	1665	-	80111	C3orf36
chr10	58512872	58831435	318564	+	80114	BICC1
chr22	38084900	38110684	25785	-	80115	BAIAP2L2
chr3	160677160	160678448	1289	+	80117	ARL14
chr15	64815632	64825668	10037	-	80119	PIF1
chr2	134964485	135047468	82984	-	80122	MAP3K19
chr8	66628487	66667231	38745	-	80124	VCPIP1
chr15	74217201	74336472	119272	+	80125	CCDC33
chr14	74019349	74082863	63515	+	80127	BBOF1
chr1	155173787	155184971	11185	+	80128	TRIM46
chr6	151494017	151621193	127177	+	80129	CCDC170
chr9	99821855	99866891	45037	+	8013	NR4A3
chr19	7888505	7902021	13517	+	80131	LRRC8E
chr1	170935471	171064765	129295	+	80133	MROH9
chr1	84479259	84498352	19094	+	80135	RPF1
chr8	37695782	37700019	4238	+	80139	ZNF703
chr9	128120693	128128462	7770	-	80142	PTGES2
chr1	114769479	114780685	11207	-	80143	SIKE1
chr4	78057323	78544269	486947	+	80144	FRAS1
chr3	63833870	63863868	29999	-	80145	THOC7
chr2	106093303	106194339	101037	-	80146	UXS1
chr18	79902420	79951657	49238	-	80148	SLC66A2
chr1	37474580	37484377	9798	+	80149	ZC3H12A
chr11	62337448	62393412	55965	+	80150	ASRGL1
chr16	67828157	67847811	19655	-	80152	CENPT
chr15	74630558	74696292	65735	-	80153	EDC3
chr15	82472993	82513950	40958	-	80154	GOLGA2P10
chr4	139301505	139420033	118529	+	80155	NAA15
chr4	48986275	49062081	75807	+	80157	CWH43
chr11	289126	296107	6982	+	80162	PGGHG
chr19	7868719	7874390	5672	-	80164	PRR36
chr4	127965306	128039927	74622	+	80167	ABHD18
chr11	75717838	75732958	15121	+	80168	MOGAT2
chr17	8224815	8248056	23242	-	80169	CTC1
chr9	26947039	27062930	115892	+	80173	IFT74
chr17	44708608	44752264	43657	+	80174	DBF4B
chr1	9292894	9369532	76639	+	80176	SPSB1
chr6	152697895	152724567	26673	+	80177	MYCT1
chr16	2460086	2464963	4878	+	80178	TEDC2
chr13	46342000	46438190	96191	-	80183	RUBCNL
chr12	88049014	88142088	93075	-	80184	CEP290
chr8	33473386	33513601	40216	-	80185	TTI2
chr9	134030305	134068535	38231	-	8019	BRD3
chr11	67461710	67469272	7563	-	80194	TMEM134
chr10	80078646	80092557	13912	+	80195	TMEM254
chr12	121400041	121430623	30583	+	80196	RNF34
chr11	65857126	65867653	10528	+	80198	MUS81
chr19	49806866	49817376	10511	-	80199	FUZ
chr10	69220332	69267552	47221	+	80201	HKDC1
chr2	47789316	47905793	116478	-	80204	FBXO11
chr16	53055033	53329150	274118	+	80205	CHD9
chr18	36297714	36780055	482342	+	80206	FHOD3
chr19	45527427	45602212	74786	-	80207	OPA3
chr15	44562696	44663678	100983	-	80208	SPG11
chr13	39009865	39038089	28225	-	80209	PROSER1
chr9	131125586	131234663	109078	+	8021	NUP214
chr2	231198546	231374837	176292	+	80210	ARMC9
chr15	101632977	101652391	19415	-	80213	TM2D3
chr4	112285509	112442621	157113	+	80216	ALPK1
chr10	104129888	104232362	102475	-	80217	CFAP43
chr3	113716458	113746300	29843	-	80218	NAA50
chr2	197453423	197475308	21886	+	80219	COQ10B
chr9	136196250	136205128	8879	-	8022	LHX3
chr17	50426158	50474845	48688	+	80221	ACSF2
chr1	150487364	150507609	20246	+	80222	TARS2
chr8	37858618	37899497	40880	-	80223	RAB11FIP1
chr14	31489956	31861224	371269	+	80224	NUBPL
chr11	73876699	73931124	54426	+	80227	PAAF1
chr7	102433106	102456825	23720	+	80228	ORAI2
chrX	30558809	30577766	18958	-	80231	TASL
chr1	224385143	224437033	51891	-	80232	WDR26
chr17	81539885	81553961	14077	-	80233	FAAP100
chr3	196946356	196969060	22705	-	80235	PIGZ
chr15	43772605	43799133	26529	-	80237	ELL3
chr8	67952046	68237032	284987	+	80243	PREX2
chr3	134485721	134575017	89297	+	80254	CEP63
chr2	113705011	113756693	51683	-	80255	SLC35F5
chr9	35104112	35116341	12230	-	80256	FAM214B
chrX	44147872	44343672	195801	-	80258	EFHC2
chr16	67109941	67148544	38604	+	80262	C16orf70
chr1	117111060	117122587	11528	-	80263	TRIM45
chr19	21020634	21060050	39417	+	80264	ZNF430
chr1	184690237	184754907	64671	-	80267	EDEM3
chr10	17644151	17716824	72674	+	8027	STAM
chr16	30985207	30989147	3941	+	80270	HSD3B7
chr19	40717112	40740860	23749	+	80271	ITPKC
chr4	7058895	7068064	9170	-	80273	GRPEL1
chr22	43197280	43343372	146093	-	80274	SCUBE1
chr17	47945424	47981781	36358	+	80279	CDK5RAP3
chr10	21524646	21743630	218985	+	8028	MLLT10
chr10	16823966	17129817	305852	-	8029	CUBN
chr12	106977277	106987160	9884	-	80298	MTERF2
chr10	59788747	59906556	117810	-	8030	CCDC6
chr15	64841883	64930920	89038	+	80301	PLEKHO2
chr2	232606057	232682780	76724	+	80303	EFHD1
chr2	24029347	24049575	20229	-	80304	WDCP
chr22	50185915	50199598	13684	+	80305	TRABD
chr4	17614641	17634105	19465	+	80306	MED28
chr20	35558737	35607562	48826	-	80307	FER1L4
chr1	154983338	154993111	9774	+	80308	FLAD1
chr2	227979955	228181687	201733	-	80309	SPHKAP
chr10	46005088	46030714	25627	-	8031	NCOA4
chr11	103907189	104164379	257191	-	80310	PDGFD
chrX	23983720	24027186	43467	-	80311	KLHL15
chr10	68560337	68694487	134151	+	80312	TET1
chr10	132332154	132381508	49355	+	80313	LRRC27
chr10	32267751	32378798	111048	-	80314	EPC1
chr5	173888349	173961980	73632	+	80315	CPEB4
chrX	42777366	42778163	798	-	80316	PPP1R2C
chr6	28349947	28369172	19226	+	80317	ZKSCAN3
chr9	83739425	83829516	90092	-	80318	GKAP1
chr4	104468308	104494901	26594	-	80319	CXXC4
chr17	47844908	47855874	10967	-	80320	SP6
chr3	138494344	138594538	100195	-	80321	CEP70
chr18	54901509	54959461	57953	-	80323	CCDC68
chr12	131929200	131945896	16697	+	80324	PUS1
chr3	127672935	127680926	7992	+	80325	ABTB1
chr2	218880852	218893928	13077	+	80326	WNT10A
chr6	149942014	149949235	7222	+	80328	ULBP2
chr6	149963943	149973715	9773	+	80329	ULBP1
chr20	63895126	63936031	40906	+	80331	DNAJC5
chr20	3667965	3682246	14282	-	80332	ADAM33
chr4	20728606	21948772	1220167	-	80333	KCNIP4
chr3	52254434	52288020	33587	-	80335	WDR82
chr20	44910062	44959035	48974	+	80336	PABPC1L
chr22	43923792	43964488	40697	+	80339	PNPLA3
chr10	68477998	68527523	49526	-	8034	SLC25A16
chr20	33007704	33023703	16000	+	80341	BPIFB2
chr1	209756032	209782320	26289	+	80342	TRAF3IP3
chr20	13849247	13996443	147197	-	80343	SEL1L2
chr6	28124609	28130082	5474	+	80345	ZSCAN16
chr8	22138020	22141951	3932	-	80346	REEP4
chr17	42562134	42566277	4144	+	80347	COASY
chr15	78277835	78299703	21869	-	80349	WDR61
chr6	160453428	160520269	66842	-	80350	LPAL2
chr10	91798426	91865475	67050	+	80351	TNKS2
chr10	110919547	111013667	94121	+	8036	SHOC2
chr10	126012381	126388455	376075	-	8038	ADAM12
chr9	5510531	5571282	60752	+	80380	PDCD1LG2
chr15	73683966	73714514	30549	+	80381	CD276
chr11	19182030	19210571	28542	-	8048	CSRP3
chr2	47160083	47176921	16839	-	805	CALM2
chr11	34915829	35020591	104763	+	8050	PDHX
chr11	65892049	65900573	8525	-	8061	FOSL1
chr11	108008898	108107761	98864	+	8065	CUL5
chr19	4444999	4457794	12796	-	80700	UBXN6
chr2	227683763	227718028	34266	-	80704	SLC19A3
chr2	98997261	99154964	157704	-	80705	TSGA10
chr9	114334156	114394405	60250	-	80709	AKNA
chrX	104250038	104254933	4896	-	80712	ESX1
chr19	19561707	19618693	56987	-	80714	PBX4
chr3	136819084	136855888	36805	+	80723	SLC35G2
chr12	111686056	111757107	71052	+	80724	ACAD10
chr19	18257097	18274509	17413	-	80726	IQCN
chr7	2631986	2664802	32817	+	80727	TTYH3
chr8	144529179	144605816	76638	-	80728	ARHGAP39
chr1	31906421	31944856	38436	-	8073	PTP4A2
chr2	136765545	137677718	912174	+	80731	THSD7B
chr12	4368227	4379712	11486	-	8074	FGF23
chr2	39736060	39779267	43208	-	80745	THUMPD2
chr3	12484432	12539623	55192	+	80746	TSEN2
chr17	42950526	42964498	13973	-	80755	AARSD1
chr14	105526583	105530202	3620	+	80757	TMEM121
chr5	177446445	177456286	9842	+	80758	PRR7
chr6	73209746	73310365	100620	-	80759	KHDC1
chr12	8637346	8662888	25543	-	8076	MFAP5
chr10	7559270	7666998	107729	-	80760	ITIH5
chr5	142108779	142154440	45662	+	80762	NDFIP1
chr12	21526296	21541249	14954	+	80763	SPX
chr22	20999104	21002196	3093	-	80764	THAP7
chr15	81309053	81324183	15131	-	80765	STARD5
chr1	1324756	1328896	4141	+	80772	CPTP
chr17	63695888	63701172	5285	-	80774	LIMD2
chr2	119679167	119686507	7341	+	80775	TMEM177
chr19	41354417	41364165	9749	-	80776	B9D2
chr16	69424525	69466266	41742	+	80777	CYB5B
chr8	144773114	144787345	14232	-	80778	ZNF34
chr12	6852128	6866632	14505	+	8078	USP5
chr21	45405165	45513720	108556	+	80781	COL18A1
chr11	62646848	62665178	18331	-	80789	INTS5
chr12	6747996	6767475	19480	-	8079	MLF2
chr16	81445170	81711762	266593	+	80790	CMIP
chr19	46601074	46610782	9709	+	808	CALM3
chr18	33578219	33751195	172977	+	80816	ASXL3
chr4	174283730	174333380	49651	+	80817	CEP44
chr12	26121991	26287738	165748	+	8082	SSPN
chr7	36153254	36301538	148285	+	80820	EEPD1
chr14	53036745	53153282	116538	-	80821	DDHD1
chrX	102720743	102753540	32798	+	80823	BHLHB9
chr11	58579063	58621550	42488	+	80829	ZFP91
chr22	35648446	35668404	19959	+	80830	APOL6
chr22	36189124	36204840	15717	-	80832	APOL4
chr22	36140330	36166177	25848	-	80833	APOL3
chr1	18839599	18859682	20084	-	80834	TAS1R2
chr1	6555307	6579755	24449	+	80835	TAS1R1
chr12	49018975	49059774	40800	-	8085	KMT2D
chr1	248810446	248825915	15470	-	80851	SH3BP5L
chr3	14489107	14556075	66969	-	80852	GRIP2
chr7	140084746	140176983	92238	-	80853	KDM7A
chr4	139495941	139606699	110759	-	80854	SETD7
chr2	175923882	176002839	78958	-	80856	LNPK
chr12	53307456	53324864	17409	-	8086	AAAS
chr3	180868141	180982753	114613	+	8087	FXR1
chr12	69359710	69390870	31161	+	8089	YEATS4
chr2	238170402	238203708	33307	-	80895	ILKAP
chr1	182789293	182830384	41092	+	80896	NPL
chr12	65824131	65966295	142165	+	8091	HMGA2
chr12	85280220	85301784	21565	+	8092	ALX1
chr11	113687547	113706373	18827	-	80975	TMPRSS5
chr12	123250112	123272334	22223	-	8099	CDK2AP1
chr10	5524961	5526771	1811	+	810	CALML3
chr13	20567069	20691437	124369	+	8100	IFT88
chr1	38874069	38881587	7519	-	81025	GJA9
chr20	59019254	59026654	7401	+	81027	TUBB1
chr12	1529891	1647212	117322	+	81029	WNT5B
chr20	57603846	57620576	16731	-	81030	ZBP1
chr20	46709649	46736347	26699	+	81031	SLC2A10
chr17	63523334	63548977	25644	+	81033	KCNH6
chr8	103398635	103501895	103261	-	81034	SLC25A32
chr18	316737	500722	183986	-	81035	COLEC12
chr3	98087173	98088102	930	+	81050	OR5AC2
chr14	23321289	23326185	4897	+	8106	PABPN1
chr22	15528159	15529139	981	+	81061	OR11H1
chr19	107104	117102	9999	+	81099	OR4F17
chr19	12938578	12944489	5912	+	811	CALR
chr14	72619296	72894116	274821	-	8110	DPF3
chr14	91232532	91253925	21394	-	8111	GPR68
chr14	19975444	19976659	1216	+	81127	OR4K15
chr14	95709947	95714196	4250	-	8115	TCL1A
chr11	56136771	56137718	948	-	81168	OR8J3
chr15	82659281	82709946	50666	-	8120	AP3B2
chr15	24985053	24988232	3180	+	8123	PWAR5
chr15	68778535	68820897	42363	-	8125	ANP32A
chr15	92393881	92468728	74848	+	8128	ST8SIA2
chr11	4914670	4915692	1023	-	81282	OR51G2
chr11	4680171	4697854	17684	-	81285	OR51E2
chr7	128739292	128773400	34109	+	813	CALU
chr11	55638358	55639296	939	+	81300	OR4P4
chr11	55554307	55555419	1113	+	81309	OR4C15
chr16	84271	138860	54590	-	8131	NPRL3
chr11	54706832	54707902	1071	+	81318	OR4A5
chr11	55343151	55344231	1081	+	81327	OR4A16
chr11	55367884	55368918	1035	+	81328	OR4A15
chr11	58266792	58268260	1469	-	81341	OR10W1
chr11	59748811	59749574	764	+	81343	OR10V2P
chr16	81314966	81380198	65233	+	8139	GAN
chr7	99875987	99877057	1071	-	81392	OR2AE1
chr5	181367268	181368262	995	+	81399	OR4F16
chr5	111223653	111494886	271234	+	814	CAMK4
chr16	87830023	87869507	39485	-	8140	SLC7A5
chr1	158776682	158777635	954	-	81442	OR6N2
chr1	158699678	158700652	975	-	81448	OR6K2
chr1	247605586	247606515	930	+	81469	OR2G3
chr1	247588360	247589313	954	+	81470	OR2G2
chr1	247524677	247536440	11764	-	81472	OR2C3
chr15	57706695	57782762	76068	+	81488	POLR2M
chr6	96794125	96837477	43353	-	81491	GPR63
chr19	45795713	45815308	19596	-	81492	RSPH6A
chr1	32679906	32703596	23691	-	81493	SYNC
chr1	196977556	197009674	32119	+	81494	CFHR5
chr5	150219491	150290291	70801	-	815	CAMK2A
chr8	104339087	104356689	17603	+	81501	DCSTAMP
chr20	31514410	31577923	63514	+	81502	HM13
chr17	43025231	43032041	6811	+	8153	RND2
chr11	1469457	1501247	31791	-	81532	MOB2
chr16	47154387	47464149	309763	-	81533	ITFG1
chr12	46183063	46269951	86889	-	81539	SLC38A1
chr14	51240162	51257655	17494	+	81542	TMX1
chr21	44455510	44462196	6687	+	81543	LRRC3
chr11	75434640	75525941	91302	-	81544	GDPD5
chr5	148383935	148442836	58902	+	81545	FBXO38
chr13	60396457	60573878	177422	+	81550	TDRD3
chr8	27235323	27258420	23098	-	81551	STMN4
chr7	55436056	55572988	136933	-	81552	VOPP1
chr2	16549459	16666331	116873	-	81553	CYRIA
chr7	75027122	75074228	47107	-	81554	RCC1L
chr5	144158162	144170714	12553	-	81555	YIPF5
chr15	65578753	65611289	32537	-	81556	INTS14
chr17	49710332	49789180	78849	-	81558	FAM117A
chr1	228393673	228406835	13163	-	81559	TRIM11
chr2	96705929	96740064	34136	-	81562	LMAN2L
chr1	184387029	184629019	241991	+	81563	C1orf21
chr17	8413131	8490411	77281	+	81565	NDEL1
chr12	51061205	51083664	22460	-	81566	CSRNP2
chr6	7881517	7910788	29272	-	81567	TXNDC5
chr1	17755333	17827063	71731	+	81569	ACTL8
chr11	72285495	72434680	149186	-	81570	CLPB
chr9	123109494	123115477	5984	-	81571	MIR600HG
chr20	31944337	31952046	7710	-	81572	PDRG1
chr1	70258999	70354734	95736	-	81573	ANKRD13C
chr12	12725917	12814199	88283	+	81575	APOLD1
chr19	13731760	13763296	31537	+	81576	CCDC130
chr16	67674531	67719339	44809	-	81577	GFOD2
chr6	56056590	56394094	337505	-	81578	COL21A1
chr4	109709989	109730070	20082	-	81579	PLA2G12A
chr7	44217150	44334577	117428	-	816	CAMK2B
chr13	49247925	49293485	45561	+	81602	CDADC1
chr10	102642310	102660680	18371	+	81603	TRIM8
chr9	128371319	128392016	20698	+	81605	URM1
chr2	30231534	30323730	92197	+	81606	LBH
chr1	161070998	161089558	18561	-	81607	NECTIN4
chr4	53377641	53460862	83222	+	81608	FIP1L1
chr1	151612006	151699091	87086	+	81609	SNX27
chr17	56938199	56961050	22852	-	8161	COIL
chr20	38926312	38953106	26795	+	81610	FAM83D
chr1	150218417	150236156	17740	-	81611	ANP32E
chr15	22838641	22868384	29744	+	81614	NIPA2
chr2	134455759	134719000	263242	-	81615	TMEM163
chr19	6135247	6193094	57848	+	81616	ACSBG2
chr13	49308650	49444064	135415	-	81617	CAB39L
chr2	230864639	230879248	14610	+	81618	ITM2C
chr10	80454166	80533124	78959	+	81619	TSPAN14
chr16	88803789	88809258	5470	+	81620	CDT1
chr10	101061841	101068131	6291	+	81621	KAZALD1
chr11	67991100	68004982	13883	-	81622	UNC93B1
chr20	142590	145751	3162	+	81623	DEFB126
chr13	59665583	60163928	498346	-	81624	DIAPH3
chr1	182899865	182953525	53661	-	81626	SHCBP1L
chr1	185118101	185157072	38972	-	81627	TRMT1L
chr7	100463359	100479232	15874	-	81628	TSC22D4
chr1	32353454	32364312	10859	+	81629	TSSK3
chr16	87383953	87404779	20827	+	81631	MAP1LC3B
chr17	57085092	57121346	36255	+	8165	AKAP1
chr1	1385711	1399335	13625	-	81669	CCNL2
chr17	59707648	59842255	134608	+	81671	VMP1
chr6	24704861	24719998	15138	-	81688	C6orf62
chr9	86264546	86283102	18557	-	81689	ISCA1
chr16	20806429	20849668	43240	+	81691	REXO5
chr14	102922656	102933596	10941	+	81693	AMN
chr6	27911185	27912396	1212	-	81697	OR2B2
chr4	113451032	113761927	310896	-	817	CAMK2D
chr18	45212995	45683686	470692	+	8170	SLC14A2
chr9	214854	465259	250406	+	81704	DOCK8
chr6	150143044	150250392	107349	+	81706	PPP1R14C
chr19	489176	505343	16168	+	8174	MADCAM1
chr19	2236824	2248655	11832	+	8175	SF3A2
chr19	18442663	18522116	79454	-	8178	ELL
chr5	181193924	181205293	11370	-	81786	TRIM7
chr1	205302063	205321760	19698	-	81788	NUAK2
chr5	149993118	150000654	7537	-	81789	TIGD6
chr8	42849637	42897290	47654	-	81790	RNF170
chr4	38772238	38782990	10753	-	81793	TLR10
chr19	8580240	8610735	30496	-	81794	ADAMTS10
chr8	69667046	69834978	167933	-	81796	SLCO5A1
chr10	73812501	73874591	62091	-	818	CAMK2G
chr16	47077703	47143945	66243	-	81831	NETO2
chr18	72742314	72867987	125674	-	81832	NETO1
chr6	88047841	88066838	18998	+	81833	SPACA1
chr1	115641970	115698224	56255	+	81839	VANGL1
chr7	101085481	101097967	12487	+	81844	TRIM56
chr11	9778667	10294207	515541	-	81846	SBF2
chr6	127266610	127288567	21958	+	81847	RNF146
chr5	142310427	142325040	14614	-	81848	SPRY4
chr1	76867480	77067546	200067	+	81849	ST6GALNAC5
chr6	10747759	10852753	104995	+	81853	TMEM14B
chr16	3110460	3134869	24410	-	81854	ZNF205-AS1
chr10	101031234	101041244	10011	+	81855	SFXN3
chr19	52702813	52735073	32261	-	81856	ZNF611
chr19	49818279	49840383	22105	+	81857	MED25
chr8	144098633	144108124	9492	-	81858	SHARPIN
chr10	43556344	43574618	18275	-	8187	ZNF239
chr17	41139433	41140487	1055	-	81871	KRTAP4-6
chr9	124862130	124877733	15604	+	81873	ARPC5L
chr1	156721891	156728799	6909	-	81875	ISG20L2
chr11	66268590	66277492	8903	+	81876	RAB1B
chrX	65512582	65534775	22194	-	81887	LAS1L
chr1	43451003	43453989	2987	-	81888	HYI
chr16	1826941	1840207	13267	+	81889	FAHD1
chr19	45815410	45863194	47785	-	8189	SYMPK
chr19	10701430	10713437	12008	+	81890	QTRT1
chr14	77708071	77761104	53034	+	81892	SLIRP
chr10	99610522	99620609	10088	-	81894	SLC25A28
chr5	134738548	134752157	13610	+	819	CAMLG
chr19	40771648	40777490	5843	+	8190	MIA
chr19	6361531	6370242	8712	+	8192	CLPP
chr19	1876810	1885547	8738	-	81926	ABHD17A
chr20	62388632	62407285	18654	-	81928	CABLES2
chr18	12947133	12987536	40404	+	81929	SEH1L
chr19	38211006	38229714	18709	-	8193	DPF1
chr11	28020619	28108156	87538	-	81930	KIF18A
chr19	19900913	19935575	34663	+	81931	ZNF93
chr9	113373419	113376999	3581	-	81932	HDHD3
chr20	10401009	10434222	33214	-	8195	MKKS
chr3	48223347	48225491	2145	+	820	CAMP
chr20	35433347	35454746	21400	-	8200	GDF5
chr20	47501887	47656877	154991	+	8202	NCOA3
chr21	14961235	15065936	104702	-	8204	NRIP1
chr21	36385392	36419015	33624	+	8208	CHAF1B
chr22	20979462	20999032	19571	+	8216	LZTR1
chr22	19179473	19291719	112247	-	8218	CLTCL1
chr2	85394753	85418432	23680	-	822	CAPG
chr22	19130279	19144684	14406	-	8220	ESS2
chr22	32512552	33058372	545821	-	8224	SYN3
chrX	6706343	7148190	441848	-	8226	PUDP
chrX	7898247	7927739	29493	-	8228	PNPLA4
chr11	65180566	65212006	31441	+	823	CAPN1
chrX	15790472	15823260	32789	+	8233	ZRSR2
chrX	47232690	47248328	15639	+	8237	USP11
chrX	41085445	41236579	151135	+	8239	USP9X
chr1	223701593	223776018	74426	+	824	CAPN2
chrX	47145221	47186813	41593	+	8241	RBM10
chrX	53191321	53225422	34102	-	8242	KDM5C
chrX	53374149	53422728	48580	-	8243	SMC1A
chr15	42348103	42412318	64216	+	825	CAPN3
chr19	36139953	36150353	10401	+	826	CAPNS1
chrX	153929225	153935080	5856	-	8260	NAA10
chrX	154483717	154486615	2899	-	8266	UBL4A
chrX	153972754	153983194	10441	+	8269	TMEM187
chrX	111245099	111270483	25385	-	827	CAPN6
chrX	154477769	154479257	1489	-	8270	LAGE3
chrX	154487306	154490690	3385	-	8273	SLC10A3
chrX	154295795	154330350	34556	+	8277	TKTL1
chr19	5904841	5916211	11371	+	828	CAPS
chrY	19703865	19744939	41075	-	8284	KDM5D
chrY	12662368	12860839	198472	+	8287	USP9Y
chr17	58192726	58205174	12449	+	8288	EPX
chr1	26693236	26782104	88869	+	8289	ARID1A
chr1	112619805	112671616	51812	+	829	CAPZA1
chr2	71453722	71686768	233047	+	8291	DYSF
chr3	15439199	15521751	82553	-	8292	COLQ
chr6	27138588	27139881	1294	+	8294	H4C9
chr7	98877933	99036477	158545	+	8295	TRRAP
chr7	116811070	116922049	110980	+	830	CAPZA2
chr11	85957175	86069882	112708	-	8301	PICALM
